,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
601,579,Tanner Rainey,26,WSN,38.2,42,0,18,4.19,4.59,-0.08,-0.31,104.7,4.55,2,0.2,.95,-0.1,0.5,5,.505,.501,,Traded
602,580,Erasmo Ramirez,29,BOS,3.0,1,0,4,12.00,6.32,-0.18,-0.42,92.0,5.60,-2,-0.2,.20,0.1,-0.1,-2,.325,.499,,Free Agency
603,581,JC Ramirez,30,LAA,8.0,5,0,4,4.50,4.62,-0.09,-0.31,105.4,4.64,0,0.0,.22,0.0,0.1,1,.502,.500,"$1,901,000",Waivers
604,582,Neil Ramirez,30,2TM,25.0,22,1,16,5.76,4.87,0.19,-0.32,98.6,4.28,-4,-0.4,.69,0.0,-0.2,-1,.481,.498,"$1,000,000",Free Agency
605,583,Nick Ramirez*,29,DET,71.1,40,0,42,5.30,5.02,-0.40,-0.30,103.4,5.30,0,0.0,1.07,-0.2,0.5,8,.499,.500,,Free Agency
606,584,Noe Ramirez,29,LAA,58.2,44,6,28,4.30,5.16,-0.07,-0.34,98.4,4.81,3,0.3,.63,-0.2,0.7,10,.507,.502,"$569,000",Waivers
607,585,Yefry Ramirez,25,2TM,19.0,7,1,18,8.53,4.96,-0.41,-0.24,102.0,5.24,-7,-0.6,.52,0.1,-0.3,-5,.410,.498,,Purchased
608,586,Edubray Ramos,26,PHI,14.0,18,0,9,5.79,4.80,0.13,-0.33,104.2,4.52,-2,-0.2,.87,0.0,-0.1,-1,.490,.499,"$573,500",Free Agency
609,587,Matt Ramsey,29,LAA,1.0,1,0,0,0.00,6.33,-0.05,-0.41,98.0,5.84,1,0.1,.07,0.0,0.0,1,.565,.500,,Free Agency
610,588,Robbie Ray*,27,ARI,156.1,29,29,77,4.43,4.78,0.31,0.21,103.0,4.82,8,0.8,,-0.1,2.1,21,.528,.505,"$6,050,000",Traded
611,589,AJ Reed*,26,CHW,1.0,1,0,0,0.00,6.06,-0.46,-0.40,98.0,5.99,1,0.1,.00,0.0,0.0,1,.567,.500,,Waivers
612,590,Cody Reed*,26,CIN,6.1,3,0,1,1.42,5.21,0.17,-0.36,104.0,4.87,2,0.3,.30,-0.1,0.2,3,.587,.502,,Traded
613,591,Sean Reid-Foley,23,TOR,31.2,9,6,20,5.68,4.92,-0.13,0.07,97.6,5.00,-3,-0.2,.46,0.0,0.1,1,.472,.498,,Amateur Draft
614,592,Zac Reininger,26,DET,23.0,21,0,23,9.00,5.15,-0.51,-0.34,103.8,5.52,-9,-0.8,.63,0.1,-0.5,-6,.460,.495,,Amateur Draft
615,593,Alex Reyes,24,STL,3.0,4,0,5,15.00,4.73,0.31,-0.32,96.5,3.96,-4,-0.3,1.33,-0.1,-0.4,-3,.415,.498,"$564,600",Amateur Free Agent
616,594,Gerardo Reyes,26,SDP,17.0,19,0,20,10.59,4.71,0.19,-0.32,108.2,4.54,-11,-1.1,.84,0.0,-0.9,-10,.443,.493,,Traded
617,595,Mark Reynolds,35,COL,1.0,1,0,2,18.00,4.50,-0.10,-0.31,138.0,5.92,-1,-0.1,.00,0.1,-0.1,-1,.381,.499,"$1,000,000",Free Agency
618,596,Jacob Rhame,26,NYM,6.1,5,0,4,5.68,4.76,-0.40,-0.33,89.3,4.32,-1,-0.1,.83,0.0,0.0,0,.482,.499,,Traded
619,597,Clayton Richard*,35,TOR,45.1,10,10,33,6.55,5.27,-0.14,0.24,95.2,5.38,-6,-0.6,,0.0,-0.2,-1,.443,.496,"$3,000,000",Traded
620,598,Trevor Richards,26,2TM,131.1,28,23,62,4.25,4.63,0.02,0.17,95.6,4.56,5,0.5,1.21,-0.1,1.7,17,.519,.502,"$570,000",Free Agency
621,599,Yacksel Rios,26,2TM,7.0,8,0,7,9.00,4.99,-0.11,-0.34,95.1,4.52,-3,-0.3,.46,0.2,0.0,-3,.466,.499,,Amateur Draft
622,600,Tanner Roark,32,2TM,147.0,27,27,67,4.10,4.94,0.17,0.22,100.2,4.99,15,1.6,,-0.1,2.8,29,.558,.505,"$10,000,000",Traded
623,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
624,601,Daniel Robertson,25,TBR,1.0,1,0,0,0.00,6.33,0.23,-0.41,92.0,5.23,1,0.1,.00,0.0,0.0,1,.558,.500,"$570,300",Traded
625,602,David Robertson,34,PHI,6.2,7,0,4,5.40,5.08,0.12,-0.35,102.2,4.71,0,0.0,1.36,0.0,0.0,0,.494,.500,"$10,000,000",Free Agency
626,603,Hansel Robles,28,LAA,65.1,64,1,18,2.48,5.03,-0.07,-0.33,99.1,4.72,16,1.6,1.35,0.1,2.3,23,.525,.510,"$1,400,000",Waivers
627,604,Brady Rodgers,28,HOU,5.0,3,0,9,16.20,5.14,0.41,-0.34,90.2,3.97,-7,-0.6,.19,0.2,-0.3,-6,.316,.497,,Amateur Draft
628,605,Fernando Rodney,42,2TM,39.0,45,0,25,5.77,4.67,-0.02,-0.32,101.0,4.40,-6,-0.5,1.07,0.1,-0.1,-2,.488,.499,"$5,250,000",Traded
629,606,Carlos Rodon*,26,CHW,34.2,7,7,22,5.71,4.57,-0.41,0.21,100.9,5.24,-2,-0.2,,0.0,0.1,2,.472,.499,"$4,200,000",Amateur Draft
630,607,Dereck Rodriguez,27,SFG,92.0,24,15,64,6.26,4.78,0.31,0.15,97.0,4.48,-17,-1.6,.27,0.0,-0.8,-10,.431,.490,"$561,250",Free Agency
631,608,Eduardo Rodriguez*,26,BOS,178.2,30,30,76,3.83,5.04,-0.13,0.23,105.0,5.67,36,3.7,,-0.1,5.3,56,.624,.523,"$4,300,000",Traded
632,609,Jefry Rodriguez,25,CLE,43.2,8,8,25,5.15,4.81,0.39,0.22,103.5,4.80,-2,-0.2,,0.0,0.2,3,.477,.499,,Traded
633,610,Jose Rodriguez,23,LAA,8.2,4,0,3,3.12,4.78,-0.07,-0.32,98.0,4.45,1,0.1,.32,-0.1,0.2,2,.530,.501,,Amateur Free Agent
634,611,Richard Rodriguez,29,PIT,58.0,64,0,28,4.34,4.60,-0.42,-0.31,98.6,4.63,2,0.2,1.18,-0.1,0.7,7,.504,.501,"$650,000",Free Agency
635,612,Sean Rodriguez,34,PHI,1.1,2,0,0,0.00,4.60,0.09,-0.32,104.0,4.37,1,0.1,.00,0.0,0.0,1,.534,.500,"$100,000",Free Agency
636,613,Chaz Roe,32,TBR,47.2,63,0,24,4.53,5.01,0.21,-0.33,95.4,4.27,-2,-0.2,1.42,-0.2,0.2,4,.497,.499,"$1,275,000",Purchased
637,614,Josh Rogers*,24,BAL,14.1,5,0,14,8.79,5.42,-0.51,-0.36,99.6,5.54,-5,-0.5,.32,0.1,-0.2,-4,.406,.497,,Traded
638,615,Taylor Rogers*,28,MIN,62.1,53,0,17,2.45,4.67,-0.02,-0.31,99.6,4.36,13,1.3,1.97,0.5,2.4,20,.524,.508,"$1,525,000",Amateur Draft
639,616,Tyler Rogers,28,SFG,8.1,8,0,2,2.16,5.16,0.29,-0.35,89.9,4.06,2,0.2,1.48,0.0,0.3,3,.523,.501,,Amateur Draft
640,617,Jordan Romano,26,TOR,9.0,9,0,5,5.00,5.27,-0.06,-0.35,99.7,4.98,0,0.0,1.10,0.0,0.1,1,.499,.500,,Rule 5 returned
641,618,Sal Romano,25,CIN,8.2,5,0,10,10.38,4.71,0.24,-0.32,104.9,4.35,-6,-0.5,.23,0.2,-0.3,-5,.396,.497,,Amateur Draft
642,619,Fernando Romero,24,MIN,9.2,9,0,7,6.52,5.18,-0.03,-0.34,97.2,4.73,-2,-0.2,.10,0.1,0.0,-1,.479,.499,,Amateur Free Agent
643,620,Austin Romine,30,NYY,1.0,1,0,3,27.00,5.00,0.12,-0.33,110.0,5.01,-2,-0.2,.00,0.1,-0.1,-2,.305,.499,"$1,800,000",Amateur Draft
644,621,Sergio Romo,36,2TM,54.2,57,0,26,4.28,4.49,-0.01,-0.30,98.4,4.12,-1,-0.1,1.49,-0.1,0.3,4,.499,.500,"$2,500,000",Free Agency
645,622,Hector Rondon,31,HOU,55.0,56,1,22,3.60,4.98,0.35,-0.32,98.6,4.24,4,0.3,1.21,-0.1,0.8,10,.506,.502,"$4,500,000",Free Agency
646,623,Jose Rondon,25,CHW,1.0,1,0,0,0.00,5.00,-0.75,-0.33,98.0,5.31,1,0.1,.03,0.0,0.0,1,.559,.500,"$560,000",Purchased
647,624,Adonis Rosa,24,NYY,2.0,1,0,1,4.50,4.34,0.04,-0.29,92.0,3.69,0,0.0,.15,0.0,0.0,0,.482,.500,,Amateur Free Agent
648,625,Randy Rosario*,25,CHC,10.2,13,0,8,6.75,5.05,0.06,-0.35,102.4,4.76,-2,-0.2,.84,0.0,-0.1,-1,.483,.499,"$564,000",Waivers
649,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
650,626,Trevor Rosenthal,29,2TM,15.1,22,0,24,14.09,5.10,-0.20,-0.34,106.7,5.30,-15,-1.4,.91,0.0,-1.2,-13,.437,.495,"$7,000,000",Free Agency
651,627,Joe Ross,26,WSN,54.0,25,7,39,6.50,4.89,-0.12,0.07,103.4,5.25,-7,-0.7,1.05,-0.1,-0.3,-2,.472,.496,"$1,000,000",Traded
652,628,Tyson Ross,32,DET,35.1,7,7,28,7.13,5.28,-0.44,0.25,102.3,6.10,-4,-0.4,,0.0,-0.1,0,.444,.498,"$5,750,000",Free Agency
653,629,Zac Rosscup*,31,3TM,18.0,28,0,15,7.50,5.01,-0.25,-0.33,98.6,4.83,-5,-0.5,1.05,0.1,-0.2,-3,.483,.499,"$610,000",Free Agency
654,630,Jose Ruiz,24,CHW,36.1,36,0,23,5.70,5.03,-0.49,-0.33,100.2,5.20,-2,-0.2,.60,0.0,0.1,2,.494,.499,,Waivers
655,631,Nick Rumbelow,27,SEA,1.1,3,0,4,27.00,5.22,-0.78,-0.34,88.0,4.98,-3,-0.3,1.24,0.0,-0.3,-3,.403,.498,"$559,300",Traded
656,632,Chris Rusin*,32,COL,1.0,2,0,4,36.00,4.57,-0.17,-0.32,125.3,5.55,-3,-0.3,.69,0.0,-0.2,-3,.353,.498,"$1,687,500",Waivers
657,633,Kyle Ryan*,27,CHC,54.0,65,0,20,3.33,4.98,0.05,-0.34,99.9,4.58,8,0.8,1.26,0.0,1.3,13,.512,.505,"$555,000",Free Agency
658,634,Hyun-Jin Ryu*,32,LAD,161.2,26,26,50,2.78,4.65,0.55,0.20,96.0,4.13,25,2.7,,-0.1,4.0,39,.605,.517,"$17,900,000",Free Agency
659,635,CC Sabathia*,38,NYY,100.1,20,20,60,5.38,4.95,0.05,0.23,95.6,4.90,-6,-0.6,,-0.1,0.3,6,.471,.496,"$8,000,000",Free Agency
660,636,Casey Sadler,28,2TM,41.2,28,0,10,2.16,4.92,0.41,-0.33,96.4,4.03,9,0.9,.57,-0.3,1.0,13,.531,.503,,Traded
661,637,Connor Sadzeck,27,SEA,23.2,20,0,10,3.80,5.10,-0.46,-0.34,93.4,4.88,3,0.3,.71,-0.1,0.4,5,.513,.502,,Traded
662,638,Fernando Salas,34,PHI,2.2,3,0,2,6.75,5.48,0.18,-0.37,100.8,4.97,-1,0.0,.36,0.0,0.0,0,.483,.500,,Free Agency
663,639,Danny Salazar,29,CLE,4.0,1,1,2,4.50,5.69,0.37,0.26,106.0,5.92,1,0.1,,0.0,0.1,1,.561,.500,"$4,500,000",Amateur Free Agent
664,640,Chris Sale*,30,BOS,147.1,25,25,80,4.89,4.96,-0.11,0.23,103.3,5.47,9,0.9,,-0.1,2.2,26,.534,.505,"$15,000,000",Traded
665,641,Jeff Samardzija,34,SFG,163.0,29,29,73,4.03,4.73,0.28,0.21,95.7,4.46,9,0.9,,-0.1,2.3,23,.532,.506,"$19,800,000",Free Agency
666,642,Adrian Sampson,27,TEX,118.0,31,15,80,6.10,5.25,-0.32,0.13,109.8,6.26,1,0.1,.96,-0.1,1.2,15,.504,.501,,Free Agency
667,643,Aaron Sanchez,26,2TM,131.1,27,27,92,6.30,5.06,-0.06,0.23,99.0,5.30,-16,-1.4,,-0.1,-0.2,0,.447,.493,"$3,900,000",Traded
668,644,Anibal Sanchez,35,WSN,140.0,26,26,69,4.44,4.74,-0.12,0.21,106.2,5.38,16,1.6,,-0.1,2.8,28,.563,.510,"$6,000,000",Free Agency
669,645,Pablo Sandoval,32,SFG,1.0,1,0,0,0.00,4.18,0.18,-0.29,104.0,3.85,0,0.0,.00,0.0,0.0,1,.545,.500,"$555,000",Free Agency
670,646,Patrick Sandoval*,22,LAA,29.0,7,6,17,5.28,4.53,-0.07,0.21,103.6,4.98,-1,-0.1,.24,0.0,0.2,2,.484,.499,,Traded
671,647,Dennis Santana,23,LAD,5.0,3,0,4,7.20,4.30,0.56,-0.30,110.0,3.80,-2,-0.2,.68,0.0,-0.1,-1,.441,.499,,Amateur Free Agent
672,648,Ervin Santana,36,CHW,13.1,3,3,14,9.45,4.51,-0.61,0.21,99.9,5.32,-6,-0.5,,0.0,-0.4,-5,.330,.497,"$100,000",Free Agency
673,649,Hector Santiago*,31,2TM,24.1,15,2,16,5.92,4.61,-0.49,-0.10,96.7,4.88,-3,-0.3,.33,0.0,0.0,0,.481,.499,"$100,000",Free Agency
674,650,Josh Sborz,25,LAD,5.0,4,0,6,10.80,4.19,0.71,-0.29,109.8,3.50,-4,-0.4,.20,0.1,-0.2,-4,.408,.498,,Amateur Draft
675,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
676,651,Max Scherzer,34,WSN,154.2,24,24,47,2.73,4.70,-0.09,0.21,103.1,5.15,43,4.8,,-0.1,6.0,56,.699,.529,"$42,143,000",Free Agency
677,652,Brian Schlitter,33,OAK,9.2,6,0,4,3.72,5.01,0.13,-0.33,92.2,4.20,0,0.0,.37,0.0,0.1,2,.507,.500,,Free Agency
678,653,John Schreiber,25,DET,4.2,5,0,5,9.64,5.18,-0.46,-0.34,106.2,5.62,-2,-0.2,.83,0.0,-0.2,-2,.460,.499,,Amateur Draft
679,654,Jaime Schultz,28,LAD,5.0,4,0,4,7.20,4.91,0.60,-0.34,99.1,3.94,-2,-0.2,.09,0.1,-0.1,-1,.457,.499,,Traded
680,655,Robby Scott*,29,ARI,4.2,6,0,2,3.86,5.67,0.35,-0.39,93.3,4.60,0,0.0,.68,0.0,0.1,1,.507,.500,,Purchased
681,656,Tanner Scott*,24,BAL,19.1,18,0,12,5.59,5.03,-0.33,-0.33,100.1,5.03,-1,-0.1,.60,0.0,0.1,1,.493,.499,,Amateur Draft
682,657,Tayler Scott,27,2TM,14.1,11,2,26,16.33,5.44,-0.62,-0.36,98.4,5.61,-17,-1.5,.17,0.6,-0.7,-15,.367,.495,,Waivers
683,658,Sam Selman*,28,SFG,5.1,5,0,3,5.06,4.78,0.26,-0.33,108.6,4.55,0,0.0,.53,0.0,0.0,0,.495,.500,,Free Agency
684,659,Antonio Senzatela,24,COL,102.2,21,21,88,7.71,4.95,-0.08,0.22,116.0,6.09,-18,-1.7,,-0.1,-0.8,-9,.421,.490,"$560,000",Amateur Free Agent
685,660,Paul Sewald,29,NYM,15.0,12,0,9,5.40,4.60,-0.43,-0.32,93.7,4.42,-2,-0.1,.67,0.0,0.0,0,.488,.499,,Amateur Draft
686,661,Justin Shafer,26,TOR,32.0,27,0,12,3.38,4.99,-0.12,-0.33,98.5,4.71,5,0.4,.74,-0.1,0.6,8,.516,.503,,Amateur Draft
687,662,Bryan Shaw,31,COL,68.0,64,0,42,5.56,4.97,-0.06,-0.34,119.0,5.59,1,0.1,1.00,-0.1,0.6,7,.501,.500,"$8,500,000",Free Agency
688,663,Mike Shawaryn,24,BOS,15.1,10,0,14,8.22,5.04,-0.12,-0.33,108.5,5.24,-5,-0.5,.52,0.1,-0.3,-3,.452,.497,,Amateur Draft
689,664,Justus Sheffield*,23,SEA,16.1,4,3,10,5.51,4.96,-0.53,0.13,91.6,5.15,-1,-0.1,.93,0.0,0.1,1,.482,.500,,Traded
690,665,Chandler Shepherd,26,BAL,7.0,2,0,3,3.86,5.31,-0.44,-0.35,96.6,5.22,1,0.1,.35,-0.1,0.1,2,.551,.501,,Waivers
691,666,Jimmie Sherfy,27,ARI,12.1,8,0,2,1.46,4.46,0.38,-0.31,105.5,3.98,4,0.4,1.48,0.1,0.5,5,.546,.502,,Amateur Draft
692,667,Matt Shoemaker,32,TOR,28.2,5,5,7,2.20,4.78,-0.11,0.22,98.2,5.01,9,0.9,,0.0,1.2,12,.689,.506,"$3,500,000",Free Agency
693,668,Chasen Shreve*,28,STL,2.0,3,0,2,9.00,4.63,0.28,-0.32,97.2,3.92,-1,-0.1,1.38,0.0,-0.1,-1,.464,.499,"$900,000",Traded
694,669,JB Shuck*,32,PIT,1.0,1,0,0,0.00,4.67,-0.57,-0.32,96.0,4.72,1,0.1,.00,0.0,0.0,1,.555,.500,"$700,000",Free Agency
695,670,Lucas Sims,25,CIN,34.2,19,3,19,4.93,4.76,0.14,-0.10,103.4,4.68,-1,-0.1,.80,0.0,0.2,2,.496,.500,,Traded
696,671,Tony Sipp*,35,WSN,21.0,36,0,12,5.14,4.78,-0.11,-0.33,105.4,4.82,-1,-0.1,1.08,0.0,0.1,1,.498,.500,"$1,000,000",Free Agency
697,672,Tyler Skaggs*,27,LAA,79.2,15,15,41,4.63,4.86,-0.07,0.23,97.1,5.00,3,0.3,,-0.1,1.0,12,.518,.502,"$3,700,000",Traded
698,673,Eric Skoglund*,26,KCR,10.0,3,2,10,9.00,4.40,0.12,0.15,104.3,4.63,-5,-0.4,.03,0.0,-0.3,-4,.360,.497,"$568,175",Amateur Draft
699,674,Aaron Slegers,26,TBR,3.0,1,0,1,3.00,4.34,0.30,-0.29,104.0,3.90,0,0.0,.16,0.0,0.0,1,.528,.500,,Purchased
700,675,Devin Smeltzer*,23,MIN,40.0,8,4,18,4.05,4.66,-0.02,0.10,100.4,4.80,3,0.3,.55,-0.1,0.6,8,.539,.502,,Traded
701,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
702,676,Burch Smith,29,2TM,15.0,9,0,11,6.60,4.82,0.24,-0.33,98.6,4.18,-4,-0.4,.40,0.0,-0.2,-3,.460,.498,,Free Agency
703,677,Caleb Smith*,27,MIA,133.2,24,24,65,4.38,4.73,-0.01,0.21,97.6,4.83,8,0.8,,-0.1,1.9,19,.533,.505,"$556,500",Traded
704,678,Joe Smith,35,HOU,19.1,22,0,4,1.86,4.96,0.33,-0.33,97.1,4.18,5,0.5,.80,-0.1,0.6,7,.522,.503,"$8,000,000",Free Agency
705,679,Josh Smith,31,BOS,29.0,16,2,19,5.90,5.06,-0.15,-0.19,106.4,5.34,-2,-0.2,.36,0.0,0.1,1,.488,.499,,Free Agency
706,680,Josh Smith*,29,CLE,8.1,8,0,5,5.40,4.91,0.31,-0.32,105.1,4.49,-1,-0.1,.26,0.0,0.0,0,.489,.499,,Free Agency
707,681,Will Smith*,29,SFG,60.0,58,0,20,3.00,4.88,0.20,-0.33,95.6,4.15,8,0.8,1.97,0.3,1.7,13,.514,.505,"$4,225,000",Traded
708,682,Drew Smyly*,30,2TM,101.2,22,18,73,6.46,4.98,-0.10,0.19,105.0,5.56,-10,-0.9,.60,-0.1,0.0,0,.460,.496,"$7,000,000",Free Agency
709,683,Cy Sneed,26,HOU,18.2,7,0,9,4.34,4.81,0.33,-0.32,103.1,4.29,0,0.0,.70,0.0,0.1,2,.497,.500,,Traded
710,684,Blake Snell*,26,TBR,101.0,20,20,50,4.46,4.98,0.19,0.23,97.1,4.88,4,0.4,,-0.1,1.3,16,.520,.502,"$573,700",Amateur Draft
711,685,Chad Sobotka,25,ATL,26.1,28,0,22,7.52,4.59,0.17,-0.31,106.5,4.38,-9,-0.9,.96,0.0,-0.7,-7,.469,.495,"$565,000",Amateur Draft
712,686,Joakim Soria,35,OAK,64.0,66,1,33,4.64,5.10,0.11,-0.33,92.2,4.30,-3,-0.3,1.16,-0.2,0.2,5,.496,.498,"$6,500,000",Free Agency
713,687,Mike Soroka,21,ATL,158.2,26,26,51,2.89,4.76,0.18,0.20,101.5,4.85,36,3.9,,-0.1,5.2,49,.650,.524,,Amateur Draft
714,688,Gregory Soto*,24,DET,51.0,26,7,35,6.18,5.20,-0.46,-0.10,102.8,5.72,-3,-0.3,.98,-0.1,0.1,3,.489,.498,,Amateur Free Agent
715,689,Glenn Sparkman,27,KCR,117.2,27,19,82,6.27,5.08,0.10,0.15,104.3,5.35,-13,-1.2,.58,-0.1,-0.1,1,.456,.493,,Rule 5 returned
716,690,Gabe Speier*,24,KCR,2.0,2,0,0,0.00,3.83,0.05,-0.25,100.0,3.54,1,0.1,.20,0.0,0.1,1,.539,.500,,Traded
717,691,Jeffrey Springs*,26,TEX,28.1,22,0,18,5.72,5.32,-0.29,-0.35,108.7,5.72,0,0.0,.67,-0.1,0.2,3,.499,.500,"$557,000",Amateur Draft
718,692,Locke St. John*,26,TEX,6.2,7,0,4,5.40,5.06,-0.35,-0.33,111.5,5.65,0,0.0,.47,0.0,0.1,1,.502,.500,,Rule 5 Draft
719,693,Jacob Stallings,29,PIT,1.0,1,0,0,0.00,5.19,-0.41,-0.36,96.0,5.04,1,0.1,.00,0.0,0.0,1,.559,.500,"$564,000",Amateur Draft
720,694,Craig Stammen,35,SDP,74.2,69,0,35,4.22,4.85,0.23,-0.33,95.1,4.08,-1,-0.1,1.67,-0.2,0.5,6,.499,.500,"$2,250,000",Free Agency
721,695,Ryne Stanek,27,2TM,67.0,53,27,37,4.97,5.12,0.18,-0.12,97.4,4.68,-2,-0.2,1.27,-0.4,0.1,5,.496,.501,"$564,200",Traded
722,696,Cody Stashak,25,MIN,18.1,12,0,8,3.93,4.45,-0.03,-0.29,99.4,4.16,0,0.0,.62,-0.1,0.2,2,.503,.500,,Amateur Draft
723,697,Max Stassi,28,HOU,0.1,1,0,0,0.00,5.05,0.35,-0.32,96.0,4.21,0,0.0,.00,0.0,0.0,0,.515,.500,"$590,100",Traded
724,698,Josh Staumont,25,KCR,16.1,12,0,13,7.16,4.86,0.09,-0.32,106.5,4.74,-5,-0.4,.60,0.0,-0.2,-3,.465,.497,,Amateur Draft
725,699,Drew Steckenrider,28,MIA,14.1,15,0,10,6.28,4.53,-0.01,-0.31,97.6,4.13,-3,-0.3,1.26,-0.1,-0.3,-2,.478,.498,"$575,000",Amateur Draft
726,700,Robert Stephenson,26,CIN,57.2,51,0,28,4.37,4.77,0.15,-0.33,101.9,4.38,1,0.1,.98,-0.1,0.5,5,.501,.500,"$565,000",Amateur Draft
727,Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
728,701,Brock Stewart,27,2TM,19.2,7,0,15,6.86,4.75,0.05,0.08,93.7,4.46,-5,-0.4,.62,0.2,0.0,-3,.439,.499,"$565,000",Amateur Draft
729,702,Kohl Stewart,24,MIN,22.1,7,2,14,5.64,4.69,-0.03,-0.03,97.4,4.57,-3,-0.3,.75,0.0,-0.1,0,.462,.498,,Amateur Draft
730,703,Robert Stock,29,SDP,10.2,10,0,14,11.81,5.02,0.22,-0.34,93.4,4.17,-9,-0.8,.99,0.0,-0.8,-8,.417,.495,"$559,900",Free Agency
731,704,Matt Strahm*,27,SDP,107.0,37,16,58,4.88,4.84,0.22,0.08,97.0,4.56,-3,-0.3,1.10,-0.1,0.6,6,.492,.498,"$581,700",Traded
732,705,Dan Straily,30,BAL,47.2,14,8,53,10.01,5.25,-0.50,0.07,103.1,6.00,-22,-1.8,.44,0.1,-1.3,-16,.368,.489,"$575,000",Free Agency
733,706,Stephen Strasburg,30,WSN,185.0,29,29,74,3.60,4.80,-0.09,0.21,102.5,5.23,35,3.8,,-0.1,5.3,51,.631,.523,"$38,333,333",Amateur Draft
734,707,Chris Stratton,28,2TM,71.1,30,5,47,5.93,4.95,-0.27,-0.14,97.8,4.97,-7,-0.6,.46,-0.1,-0.1,0,.480,.500,"$567,500",Traded
735,708,Hunter Strickland,30,2TM,17.2,19,0,10,5.09,4.88,-0.18,-0.33,98.8,4.66,-1,-0.1,1.35,-0.1,0.0,1,.496,.500,"$1,300,000",Free Agency
736,709,Ross Stripling,29,LAD,81.2,28,13,36,3.97,4.73,0.53,0.09,93.1,4.00,1,0.1,.85,-0.1,0.8,8,.503,.501,"$595,000",Amateur Draft
737,710,Marcus Stroman,28,2TM,160.1,28,28,72,4.04,4.75,-0.21,0.22,98.1,5.07,18,1.9,,-0.1,3.3,35,.566,.509,"$7,400,000",Traded
738,711,Pedro Strop,34,CHC,35.0,42,0,22,5.66,4.86,0.05,-0.33,99.7,4.46,-4,-0.4,1.31,-0.1,-0.3,-1,.490,.497,"$6,250,000",Traded
739,712,Daniel Stumpf*,28,DET,28.0,45,0,17,5.46,5.21,-0.41,-0.34,103.8,5.48,0,0.0,1.20,-0.1,0.2,3,.500,.500,"$566,600",Rule 5 Draft
740,713,Andrew Suarez*,26,SFG,24.1,13,2,21,7.77,4.59,0.33,-0.10,101.2,4.21,-9,-0.9,.66,0.1,-0.6,-7,.432,.495,,Amateur Draft
741,714,Jose Suarez*,21,LAA,68.1,15,13,52,6.85,4.95,-0.08,0.23,97.8,5.15,-13,-1.2,1.05,0.0,-0.6,-5,.419,.493,,Amateur Free Agent
742,715,Ranger Suarez*,23,PHI,41.0,30,0,17,3.73,4.73,0.12,-0.32,100.5,4.31,3,0.3,1.02,-0.1,0.6,6,.510,.502,,Amateur Free Agent
743,716,Jesus Sucre,31,BAL,1.0,1,0,0,0.00,4.50,-0.42,-0.30,104.0,4.82,1,0.1,.00,0.0,0.0,1,.553,.500,"$850,000",Free Agency
744,717,Wander Suero,27,WSN,65.0,69,0,32,4.43,4.73,-0.10,-0.32,105.5,4.74,3,0.3,1.23,-0.1,0.8,8,.504,.502,"$562,500",Amateur Free Agent
745,718,Cole Sulser,29,TBR,2.0,2,0,0,0.00,4.65,0.29,-0.31,94.0,3.81,1,0.1,.34,0.0,0.1,1,.542,.501,,Traded
746,719,Brent Suter*,29,MIL,6.1,3,0,1,1.42,4.95,0.20,-0.34,102.0,4.50,2,0.2,.98,0.0,0.3,3,.578,.501,"$568,300",Amateur Draft
747,720,Erik Swanson,25,SEA,51.0,20,8,41,7.24,4.70,-0.56,-0.01,96.6,5.07,-13,-1.2,.26,0.1,-0.6,-7,.442,.493,,Traded
748,721,Anthony Swarzak,33,2TM,46.1,51,0,23,4.47,4.90,-0.02,-0.33,101.0,4.63,1,0.1,1.52,-0.1,0.5,5,.502,.501,"$8,500,000",Traded
749,722,Noah Syndergaard,26,NYM,175.0,28,28,86,4.42,4.67,-0.45,0.21,90.7,4.82,9,0.9,,-0.1,2.4,24,.534,.506,"$6,000,000",Traded
750,723,Jameson Taillon,27,PIT,37.1,7,7,24,5.79,4.58,-0.43,0.20,104.3,5.43,-1,-0.1,,0.0,0.2,2,.484,.499,"$587,500",Amateur Draft
